x,y,z,ss_x,ss_y,ss_z,score,class
0.0,0.0,0.0,0.1220397759977952,0.0025303274769501232,0.004998315140169424,0.12956841861491475,0.1
0.0,0.0,0.0006666666666666666,0.12204620070819214,0.0025303274749074846,0.004998315140282905,0.12957484332338254,0.1
0.0,0.0,0.0013333333333333333,0.12201861291299766,0.0025303274835196325,0.0049983151398044455,0.12954725553632174,0.1
0.0,0.0,0.002,0.12204618896049235,0.0025303274749247416,0.004998315140281959,0.12957483157569905,0.1
0.0,0.0,0.0026666666666666666,0.1220099944666835,0.002530327486129215,0.004998315139659484,0.1295386370924722,0.1
0.0,0.0,0.0033333333333333335,0.12200684726496032,0.0025303274871563593,0.004998315139602409,0.1295354898917191,0.1
0.0,0.0,0.004,0.12202234651983986,0.00253032748236406,0.004998315139868659,0.12955098914207258,0.1
0.0,0.0,0.004666666666666667,0.12206792524176091,0.0025303274682554003,0.004998315140652494,0.1295965678506688,0.1
0.0,0.0,0.005333333333333333,0.12206821918685315,0.0025303274681667573,0.0049983151406574255,0.12959686179567734,0.1
0.0,0.0,0.006,0.12210422571841456,0.002530327457159058,0.004998315141268956,0.12963286831684256,0.1
0.0,0.006666666666666666,0.0,78.34352498800143,0.047338457759586054,0.0025089745689118857,78.39337242032992,78.4
0.0,0.006666666666666666,0.0006666666666666666,0.12209301602803359,0.002530327460541042,0.004998315141081059,0.1296216586296557,0.1
0.0,0.006666666666666666,0.0013333333333333333,0.12207640260216962,0.0025303274656871804,0.004998315140795168,0.12960504520865196,0.1
0.0,0.006666666666666666,0.002,0.12206481202954754,0.0025303274691882713,0.004998315140600662,0.12959345463933647,0.1
0.0,0.006666666666666666,0.0026666666666666666,0.12206522051693731,0.0025303274690164517,0.004998315140610197,0.12959386312656396,0.1
0.0,0.006666666666666666,0.0033333333333333335,0.12201560008982444,0.002530327484451474,0.0049983151397526805,0.1295442427140286,0.1
0.0,0.006666666666666666,0.004,0.12204396375922016,0.002530327475636712,0.004998315140242383,0.12957260637509926,0.1
0.0,0.006666666666666666,0.004666666666666667,0.1220457280937871,0.0025303274750757294,0.004998315140273551,0.12957437070913638,0.1
0.0,0.006666666666666666,0.005333333333333333,0.12204395152019396,0.0025303274756405696,0.004998315140242183,0.12957259413607672,0.1
0.0,0.006666666666666666,0.006,0.1220367062045399,0.0025303274779075353,0.004998315140116244,0.12956534882256368,0.1
0.0,0.013333333333333332,0.0,78.3222159448204,0.04733850045183462,0.0025089721971202996,78.37206341746935,78.4
0.0,0.013333333333333332,0.0006666666666666666,78.327452847175,0.04733849006195546,0.002508972774335808,78.3773003100113,78.4
0.0,0.013333333333333332,0.0013333333333333333,0.12206823240168799,0.00253032746816279,0.0049983151406576476,0.12959687501050843,0.1
0.0,0.013333333333333332,0.002,0.1220646143591086,0.002530327469205997,0.004998315140599677,0.12959325696891427,0.1
0.0,0.013333333333333332,0.0026666666666666666,0.122067341957803,0.002530327468431043,0.004998315140642745,0.1295959845668768,0.1
0.0,0.013333333333333332,0.0033333333333333335,0.12201888851689027,0.0025303274833474968,0.0049983151398140255,0.1295475311400518,0.1
0.0,0.013333333333333332,0.004,0.12204363563908296,0.002530327475740132,0.004998315140236644,0.12957227825505974,0.1
0.0,0.013333333333333332,0.004666666666666667,0.12203287819903767,0.002530327479098336,0.004998315140050074,0.1295615208181861,0.1
0.0,0.013333333333333332,0.005333333333333333,0.12203508745147573,0.002530327478411444,0.004998315140088241,0.12956373006997543,0.1
0.0,0.013333333333333332,0.006,0.12202684044139223,0.002530327480868735,0.004998315139951732,0.12955548306221268,0.1
0.0,0.019999999999999997,0.0,78.32286292841941,0.04733849920153115,0.0025089722665816044,78.37271039988752,78.4
0.0,0.019999999999999997,0.0006666666666666666,78.32628813326659,0.04733849238646428,0.0025089726451964305,78.37613559829825,78.4
0.0,0.019999999999999997,0.0013333333333333333,78.3221477369066,0.04733850060324553,0.002508972188708582,78.37199520969855,78.4
0.0,0.019999999999999997,0.002,0.1220650354667267,0.002530327469074196,0.0049983151406069945,0.1295936780764079,0.1
0.0,0.019999999999999997,0.0026666666666666666,0.12206533562959648,0.0025303274689806145,0.004998315140612203,0.1295939782391893,0.1
0.0,0.019999999999999997,0.0033333333333333335,0.1220642202360963,0.0025303274693301223,0.00499831514059279,0.1295928628460192,0.1
0.0,0.019999999999999997,0.004,0.12201430845493363,0.0025303274848508276,0.004998315139730506,0.12954295107951497,0.1
0.0,0.019999999999999997,0.004666666666666667,0.12202749034713137,0.002530327480770453,0.004998315139957195,0.129556132967859,0.1
